87,Taxi,NA,9296
87,Trans,NA,9381
87,Trans,NA,9445
87,Trans,NA,9446
87,Trans,NA,9478
87,Trans,NA,9452
87,Start,0,9452
87,Trans,NA,9478
87,Trans,NA,9446
87,Trans,NA,9437
87,Trans,NA,9379
87,Trans,NA,9366
87,Trans,NA,9335
87,Trans,NA,9299
87,Trans,NA,9300
87,Trans,NA,9249
87,Trans,NA,9157
87,Trans,NA,8990
87,Trans,NA,8932
87,Trans,NA,8934
87,Trans,NA,8733
87,Trans,NA,8722
87,Trans,NA,8562
87,Trans,NA,8560
87,Trans,NA,8554
87,Trans,NA,8717
87,Trans,NA,8704
87,Trans,NA,8695
87,Trans,NA,8696
87,Trans,NA,8678
87,Trans,NA,8679
87,Trans,NA,8513
87,Trans,NA,8494
87,Trans,NA,8434
87,Trans,NA,8378
87,Trans,NA,8331
87,Trans,NA,8188
87,Trans,NA,8103
87,Trans,NA,7997
87,Trans,NA,7935
87,Trans,NA,7839
87,Trans,NA,7840
87,Trans,NA,7475
87,Trans,NA,7453
87,Trans,NA,7355
87,Trans,NA,7231
87,Trans,NA,6979
87,Trans,NA,6980
87,Trans,NA,6704
87,Trans,NA,6703
87,Trans,NA,6599
87,Trans,NA,6427
87,Trans,NA,6426
87,Trans,NA,6222
87,Trans,NA,6223
87,Trans,NA,6122
87,Trans,NA,6093
87,Trans,NA,6032
87,Trans,NA,5963
87,Trans,NA,5915
87,Trans,NA,5917
87,Trans,NA,5886
87,Trans,NA,5843
87,Trans,NA,5781
87,Trans,NA,5783
87,Trans,NA,5844
87,Trans,NA,5814
87,Trans,NA,5776
87,Trans,NA,5777
87,Trans,NA,5790
87,End,NA,5789
10,Taxi,NA,10445
10,Trans,NA,10413
10,Trans,NA,10412
10,Trans,NA,10400
10,Trans,NA,10389
10,Trans,NA,10390
10,Trans,NA,10314
10,Start,1,10292
10,Trans,NA,10293
10,Trans,NA,10258
10,Trans,NA,10191
10,Trans,NA,10190
10,Trans,NA,10188
10,Trans,NA,10057
10,Trans,NA,10058
10,Trans,NA,9957
10,Trans,NA,9937
10,Trans,NA,9758
10,Trans,NA,9697
10,Trans,NA,9696
10,Trans,NA,9598
10,Trans,NA,9569
10,Trans,NA,9407
10,Trans,NA,9152
10,Trans,NA,8972
10,End,NA,9034
12,Taxi,NA,9429
12,Trans,NA,9404
12,Trans,NA,9384
12,Trans,NA,9390
12,Trans,NA,9247
12,Trans,NA,9177
12,Trans,NA,9178
12,Trans,NA,9168
12,Start,1,9168
12,Trans,NA,9178
12,Trans,NA,9177
12,Trans,NA,9247
12,Trans,NA,9390
12,Trans,NA,9384
12,Trans,NA,9404
12,Trans,NA,9429
12,Trans,NA,9512
12,Trans,NA,9514
12,Trans,NA,9499
12,Trans,NA,9518
12,Trans,NA,9501
12,Trans,NA,9502
12,Trans,NA,9462
12,Trans,NA,9394
12,Trans,NA,9412
12,Trans,NA,9413
12,Trans,NA,9363
12,Trans,NA,9308
12,Trans,NA,9407
12,Trans,NA,9569
12,Trans,NA,9598
12,Trans,NA,9696
12,Trans,NA,9697
12,Trans,NA,9757
12,End,NA,9785
31,Taxi,NA,10399
31,Trans,NA,10484
31,Trans,NA,10538
31,Start,1,10525
31,Trans,NA,10523
31,Trans,NA,10324
31,Trans,NA,10296
31,Trans,NA,10245
31,Trans,NA,10246
31,Trans,NA,10166
31,Trans,NA,10090
31,Trans,NA,9699
31,Trans,NA,9607
31,Trans,NA,9606
31,Trans,NA,9575
31,Trans,NA,9494
31,Trans,NA,9322
31,Trans,NA,9142
31,Trans,NA,9141
31,Trans,NA,8788
31,Trans,NA,8789
31,Trans,NA,8701
31,Trans,NA,8564
31,Trans,NA,8565
31,Trans,NA,8416
31,Trans,NA,8112
31,Trans,NA,8114
31,Trans,NA,7914
31,Trans,NA,7856
31,Trans,NA,7726
31,Trans,NA,7724
31,Trans,NA,7555
31,Trans,NA,7415
31,Trans,NA,7414
31,Trans,NA,7458
31,Trans,NA,7467
31,Trans,NA,7472
31,End,NA,7481
17,Taxi,NA,2125
17,Trans,NA,2124
17,Trans,NA,1951
17,Trans,NA,1895
17,Trans,NA,1726
17,Trans,NA,1725
17,Trans,NA,1733
17,Trans,NA,1732
17,Trans,NA,1698
17,Trans,NA,1697
17,Trans,NA,1684
17,Trans,NA,1685
17,Trans,NA,1616
17,Trans,NA,1497
17,Trans,NA,1450
17,Trans,NA,1434
17,Trans,NA,1433
17,Trans,NA,1362
17,Trans,NA,1361
17,Trans,NA,1373
17,Start,2,1373
17,Trans,NA,1361
17,Trans,NA,1362
17,Trans,NA,1433
17,Trans,NA,1434
17,Trans,NA,1450
17,Trans,NA,1497
17,Trans,NA,1616
17,Trans,NA,1685
17,Trans,NA,1684
17,Trans,NA,1697
17,Trans,NA,1698
