4,Taxi,NA,8793
4,Trans,NA,8719
4,Trans,NA,8660
4,Trans,NA,8582
4,Trans,NA,8514
4,Trans,NA,8399
4,Trans,NA,8362
4,Trans,NA,8360
4,Trans,NA,8159
4,Trans,NA,8122
4,Trans,NA,8031
4,Trans,NA,7945
4,Trans,NA,7901
4,Trans,NA,7900
4,Trans,NA,7858
4,Trans,NA,7833
4,Trans,NA,7763
4,Trans,NA,7691
4,Trans,NA,7645
4,Trans,NA,7646
4,Trans,NA,7563
4,Trans,NA,7265
4,Trans,NA,7283
4,Start,1,7283
4,Trans,NA,7266
4,Trans,NA,7207
4,Trans,NA,7157
4,Trans,NA,7110
4,Trans,NA,6990
4,Trans,NA,6573
4,Trans,NA,6572
4,Trans,NA,6447
4,Trans,NA,6234
4,Trans,NA,6294
4,Trans,NA,6295
4,Trans,NA,6211
4,Trans,NA,6025
4,Trans,NA,5905
4,Trans,NA,5906
4,Trans,NA,5832
4,Trans,NA,5833
4,Trans,NA,5541
4,Trans,NA,5414
4,Trans,NA,5412
4,Trans,NA,5345
4,Trans,NA,5174
4,Trans,NA,4885
4,Trans,NA,4547
4,Trans,NA,4113
4,Trans,NA,4000
4,Trans,NA,3939
4,Trans,NA,3905
4,Trans,NA,3860
4,Trans,NA,3796
4,Trans,NA,3706
4,Trans,NA,3613
4,Trans,NA,3458
4,Trans,NA,3382
4,Trans,NA,3250
4,Trans,NA,3249
4,Trans,NA,3124
4,Trans,NA,2961
4,Trans,NA,2803
4,Trans,NA,2802
4,Trans,NA,2635
4,Trans,NA,2478
4,Trans,NA,2429
4,Trans,NA,2125
4,Trans,NA,2124
4,Trans,NA,1951
4,Trans,NA,1895
4,Trans,NA,1726
4,Trans,NA,1725
4,Trans,NA,1733
4,Trans,NA,1732
4,Trans,NA,1698
4,Trans,NA,1658
4,Trans,NA,1648
4,Trans,NA,1647
4,Trans,NA,1652
4,Trans,NA,1656
4,Trans,NA,1695
4,Trans,NA,1571
4,Trans,NA,1322
4,Trans,NA,1321
4,Trans,NA,844
4,Trans,NA,697
4,Trans,NA,586
4,Trans,NA,596
4,Trans,NA,602
4,Trans,NA,603
4,Trans,NA,650
4,Trans,NA,661
4,Trans,NA,662
4,Trans,NA,677
4,Trans,NA,675
4,Trans,NA,673
4,Trans,NA,674
4,Trans,NA,680
4,Trans,NA,672
4,Trans,NA,619
4,Trans,NA,582
4,Trans,NA,551
4,Trans,NA,523
4,Trans,NA,505
4,Trans,NA,471
4,Trans,NA,449
4,Trans,NA,424
4,Trans,NA,425
4,Trans,NA,384
4,Trans,NA,341
4,Trans,NA,332
4,Trans,NA,322
4,Trans,NA,310
4,Trans,NA,297
4,Trans,NA,289
4,Trans,NA,274
4,Trans,NA,270
4,Trans,NA,262
4,Trans,NA,252
4,Trans,NA,233
4,Trans,NA,232
4,Trans,NA,203
4,Trans,NA,204
4,Trans,NA,162
4,Trans,NA,181
4,Trans,NA,182
4,Trans,NA,133
4,Trans,NA,132
4,Trans,NA,104
4,Trans,NA,64
4,Trans,NA,63
4,Trans,NA,58
4,Trans,NA,52
4,Trans,NA,37
4,Trans,NA,84
4,Trans,NA,65
4,Trans,NA,66
4,Trans,NA,57
4,End,NA,101
2,Taxi,NA,2538
2,Trans,NA,2563
2,Trans,NA,2525
2,Trans,NA,2524
2,Trans,NA,2484
2,Trans,NA,2455
2,Trans,NA,2489
2,Trans,NA,2465
2,Trans,NA,2463
2,Trans,NA,2458
2,Trans,NA,2312
2,Trans,NA,2311
2,Trans,NA,2256
2,Trans,NA,2252
2,Trans,NA,2277
2,Trans,NA,2278
2,Trans,NA,2177
2,Trans,NA,2145
2,Trans,NA,2143
2,Trans,NA,2049
2,Trans,NA,2481
2,Trans,NA,2561
2,Trans,NA,2636
2,Trans,NA,2637
2,Trans,NA,2942
2,Trans,NA,2943
2,Trans,NA,2974
2,Trans,NA,3146
2,Trans,NA,3216
2,Trans,NA,3379
2,Trans,NA,3378
2,Trans,NA,3821
2,Trans,NA,3960
2,Trans,NA,4070
2,Trans,NA,4185
2,Trans,NA,4323
2,Trans,NA,4322
2,Trans,NA,4704
2,Trans,NA,4730
2,Trans,NA,4844
2,Trans,NA,5148
2,Trans,NA,5316
2,Trans,NA,5527
2,Trans,NA,5600
2,Trans,NA,5601
2,Trans,NA,5695
2,Trans,NA,5709
2,Trans,NA,5756
2,Trans,NA,5817
2,Trans,NA,5818
2,Trans,NA,5908
2,Trans,NA,6255
2,Trans,NA,6254
2,Trans,NA,6612
2,Trans,NA,7030
2,Trans,NA,6867
2,Trans,NA,6602
2,Trans,NA,6785
2,Trans,NA,6786
2,Trans,NA,6924
2,Trans,NA,6925
2,Trans,NA,6715
2,Trans,NA,6643
2,Trans,NA,6584
2,Trans,NA,6457
2,Trans,NA,6458
2,Trans,NA,6378
2,Trans,NA,6319
2,Trans,NA,6252
2,Trans,NA,6201
2,Trans,NA,6137
2,Trans,NA,6081
2,Trans,NA,6036
2,Trans,NA,5964
2,Trans,NA,6021
2,Trans,NA,6004
2,Trans,NA,5922
2,Start,2,5922
2,Trans,NA,6004
2,Trans,NA,6021
2,Trans,NA,5964
2,Trans,NA,6036
2,Trans,NA,6081
2,Trans,NA,6137
2,Trans,NA,6201
2,Trans,NA,6252
2,Trans,NA,6319
2,Trans,NA,6378
2,Trans,NA,6458
2,Trans,NA,6457
2,Trans,NA,6584
2,Trans,NA,6537
2,Trans,NA,6505
2,Trans,NA,6483
2,Trans,NA,6428
2,Trans,NA,6427
2,Trans,NA,6599
2,Trans,NA,6703
2,Trans,NA,6704
2,Trans,NA,6980
2,Trans,NA,6979
2,Trans,NA,7231
2,Trans,NA,7232
2,Trans,NA,7191
2,Trans,NA,7125
2,Trans,NA,7077
2,Trans,NA,7080
2,Trans,NA,7039
2,Trans,NA,7014
2,Trans,NA,6995
2,Trans,NA,6996
2,Trans,NA,6956
2,Trans,NA,6997
2,Trans,NA,7090
2,Trans,NA,7163
2,Trans,NA,7196
2,Trans,NA,7194
2,Trans,NA,7270
2,Trans,NA,7198
2,Trans,NA,7254
2,Trans,NA,7375
2,Trans,NA,7374
2,Trans,NA,7292
2,Trans,NA,7291
2,Trans,NA,7338
2,Trans,NA,7339
2,Trans,NA,7370
2,Trans,NA,7398
2,Trans,NA,7399
2,Trans,NA,7417
2,Trans,NA,7419
2,Trans,NA,7420
2,Trans,NA,7454
2,Trans,NA,7503
2,Trans,NA,7665
2,Trans,NA,7765
2,Trans,NA,7833
2,Trans,NA,7858
2,Trans,NA,7900
2,Trans,NA,7901
2,Trans,NA,7945
2,Trans,NA,8031
2,Trans,NA,8122
2,Trans,NA,8159
2,Trans,NA,8360
2,Trans,NA,8362
2,Trans,NA,8399
2,Trans,NA,8514
2,Trans,NA,8582
2,Trans,NA,8675
2,Trans,NA,8674
2,Trans,NA,8707
2,Trans,NA,9005
2,Trans,NA,9006
2,Trans,NA,9389
2,Trans,NA,9387
2,Trans,NA,9571
2,Trans,NA,9678
2,Trans,NA,9677
2,Trans,NA,9654
2,Trans,NA,9477
2,End,NA,9313
1,Taxi,NA,4290
1,Trans,NA,4338
1,Trans,NA,4339
1,Trans,NA,4355
1,Trans,NA,4340
1,Trans,NA,4480
1,Trans,NA,4463
1,Trans,NA,4455
1,Trans,NA,4452
1,Trans,NA,4428
1,Trans,NA,4425
1,Trans,NA,4409
1,Trans,NA,4413
1,Trans,NA,4448
1,Trans,NA,4449
1,Trans,NA,4947
1,Trans,NA,5152
1,Trans,NA,5347
1,Trans,NA,5407
1,Trans,NA,5433
1,Trans,NA,5474
1,Trans,NA,5529
1,Trans,NA,5528
1,Trans,NA,5693
1,Trans,NA,5692
1,Trans,NA,5757
1,Trans,NA,5925
1,Trans,NA,6022
1,Trans,NA,6024
1,Start,2,6024
